"Start,""Stop"",""Strand"""
"3452297,3452926,""-"""
"3452959,3453270,""-"""
"3453508,3453927,""-"""
"3453929,3455398,""-"""
"3455578,3456393,""+"""
"3456377,3458329,""+"""
"3458339,3459820,""+"""
"3459817,3461013,""+"""
"3461023,3461460,""+"""
"3461468,3461977,""+"""
"3461974,3462351,""+"""
"3462344,3462931,""+"""
"3462924,3463907,""+"""
"3463922,3465085,""+"""
"3465082,3465543,""+"""
"3465543,3466220,""+"""
"3466249,3466725,""-"""
"3466797,3466991,""-"""
"3467160,3469853,""-"""
"3470145,3471329,""-"""
"3471400,3473514,""-"""
"3473542,3474081,""-"""
"3474178,3474552,""-"""
"3474678,3474965,""-"""
"3474973,3475332,""-"""
"3475332,3475718,""-"""
"3475718,3476440,""-"""
"3476607,3477419,""-"""
"3477640,3477858,""+"""
"3477907,3478497,""-"""
"3478592,3478792,""-"""
"3478802,3480607,""-"""
"3480607,3481161,""-"""
"3481289,3483202,""+"""
"3483202,3484224,""+"""
"3484218,3484436,""+"""
"3484490,3485359,""+"""
"3485414,3485818,""-"""
"3486120,3486752,""+"""
"3486791,3488893,""+"""
"3488960,3490180,""-"""
"3490266,3490829,""-"""
"3490861,3491463,""-"""
"3491453,3491620,""-"""
"3491725,3492297,""-"""
"3492568,3493749,""+"""
"3494011,3496554,""+"""
"3496551,3496877,""+"""
"3497003,3497809,""+"""
"3497828,3499201,""+"""
"3499448,3499615,""+"""
"3499910,3501247,""+"""
"3501268,3502290,""+"""
"3502340,3503170,""+"""
"3503167,3503952,""+"""
"3504052,3504783,""+"""
"3504935,3506020,""-"""
"3506032,3507336,""-"""
"3507348,3507701,""-"""
"3507712,3508590,""-"""
"3508587,3509813,""-"""
"3509813,3510976,""-"""
"3511060,3511422,""-"""
"3511439,3512344,""-"""
"3512634,3513638,""-"""
"3513631,3514389,""-"""
"3514382,3515059,""-"""
"3515077,3515913,""-"""
"3516020,3517306,""-"""
"3517398,3518486,""-"""
"3518543,3519064,""-"""
"3519465,3520703,""-"""
"3520615,3521019,""-"""
"3521009,3521449,""-"""
"3521433,3521972,""-"""
"3521972,3522751,""-"""
"3522871,3525423,""+"""
"3525589,3526149,""-"""
"3526469,3528604,""+"""
"3528669,3529337,""+"""
"3529348,3529749,""+"""
"3529774,3530652,""+"""
"3530715,3532439,""-"""
"3532818,3534440,""+"""
"3534516,3535868,""-"""
"3535865,3536584,""-"""
"3536812,3537288,""+"""
"3537385,3539706,""+"""
"3540163,3540390,""+"""
"3540407,3542728,""+"""
"3542728,3542964,""+"""
"3543167,3544045,""+"""
"3544074,3544844,""-"""
"3544882,3545565,""+"""
"3545624,3546199,""+"""
"3546559,3547875,""+"""
"3547986,3550070,""-"""
"3550080,3552473,""-"""
"3553085,3555790,""+"""
"3555833,3556849,""-"""
"3556853,3558079,""-"""
"3558268,3559866,""+"""
"3560622,3561452,""-"""
"3561497,3561823,""-"""
"3562013,3563518,""+"""
"3564134,3566581,""-"""
"3566600,3568033,""-"""
"3568033,3569328,""-"""
"3569346,3571319,""-"""
"3571316,3573502,""-"""
"3573775,3574878,""-"""
"3575071,3575664,""+"""
"3575721,3577061,""-"""
"3577065,3577592,""-"""
"3577731,3578726,""-"""
"3578950,3579645,""-"""
"3579768,3580805,""-"""
"3581138,3581626,""+"""
"3581863,3583041,""+"""
"3583483,3583758,""+"""
"3583677,3584180,""+"""
"3584759,3585043,""+"""
"3585081,3586823,""-"""
"3586943,3587383,""+"""
"3587370,3588113,""-"""
"3588110,3589180,""-"""
"3589182,3590027,""-"""
"3590024,3590911,""-"""
"3591009,3592325,""-"""
"3592724,3593437,""-"""
"3593439,3594206,""-"""
"3594203,3595480,""-"""
"3595477,3596403,""-"""
"3596451,3597560,""-"""
"3597984,3598367,""+"""
"3598555,3599658,""-"""
"3599929,3600783,""-"""
"3601028,3602086,""-"""
"3602079,3602747,""-"""
"3602750,3604243,""-"""
"3604393,3604989,""+"""
"3604979,3605248,""+"""
"3605251,3605610,""-"""
"3605751,3606377,""+"""
"3606451,3608649,""+"""
"3608751,3608996,""-"""
"3609217,3609882,""+"""
"3609955,3610512,""+"""
"3610516,3611733,""-"""
"3611865,3612914,""+"""
"3612969,3613556,""+"""
"3613667,3615241,""+"""
"3615241,3616185,""+"""
"3616182,3617015,""+"""
"3617015,3617779,""+"""
"3617776,3618582,""+"""
"3618588,3618989,""+"""
"3619192,3623427,""+"""
"3623399,3623782,""+"""
"3624378,3625514,""+"""
"3625679,3626803,""-"""
"3626803,3629538,""-"""
"3629535,3630602,""-"""
"3630968,3632590,""-"""
"3634841,3635893,""+"""
"3636208,3637410,""-"""
"3637642,3639141,""+"""
"3639385,3639720,""-"""
"3640111,3640545,""+"""
"3640862,3642331,""+"""
"3642380,3643132,""-"""
"3643140,3645182,""-"""
"3645385,3646227,""+"""
"3646299,3647651,""+"""
"3647705,3647788,""-"""
"3648528,3648881,""+"""
"3648935,3650224,""+"""
"3650237,3650662,""+"""
"3652182,3653198,""-"""
"3653961,3654527,""+"""
"3654683,3655213,""+"""
"3655255,3655902,""-"""
"3655966,3656292,""-"""
"3656408,3656740,""-"""
"3656995,3657567,""+"""
"3658366,3658893,""+"""
"3659232,3660389,""+"""
"3660414,3663527,""+"""
"3663890,3664618,""-"""
"3664986,3665810,""-"""
"3666180,3667580,""-"""
"3667791,3669188,""-"""
"3669592,3671241,""+"""
"3671292,3671894,""-"""
"3672414,3673313,""+"""
"3673362,3674375,""+"""
"3674786,3676108,""+"""
"3676290,3678350,""-"""
"3678420,3679187,""-"""
"3679419,3680348,""+"""
"3680444,3681940,""-"""
"3682161,3683447,""-"""
"3683630,3685618,""-"""
"3685700,3689173,""-"""
"3689155,3690261,""-"""
"3690268,3692607,""-"""
"3692618,3695236,""-"""
"3695997,3696185,""-"""
"3696458,3698029,""+"""
"3698026,3698217,""+"""
"3698214,3699893,""+"""
"3699980,3700087,""-"""
"3700563,3701834,""+"""
"3701864,3702868,""-"""
"3702865,3703848,""-"""
"3703859,3704761,""-"""
"3704771,3705790,""-"""
"3706098,3707705,""-"""
"3708784,3710475,""-"""
"3710799,3712007,""-"""
"3712236,3712934,""-"""
"3713092,3713655,""+"""
"3713652,3714092,""+"""
"3714061,3716394,""-"""
"3716547,3717206,""+"""
"3717310,3718284,""+"""
"3718334,3719044,""-"""
"3719478,3719768,""+"""
"3720049,3720261,""+"""
"3720448,3720600,""-"""
"3720680,3721201,""+"""
"3721198,3722049,""+"""
"3722328,3724397,""-"""
"3724407,3725318,""-"""
"3725413,3725712,""-"""
"3725887,3726882,""+"""
"3726924,3727361,""-"""
"3727407,3727748,""-"""
"3727917,3729371,""-"""
"3729443,3730765,""-"""
"3731131,3732123,""+"""
"3732201,3733742,""+"""
"3733720,3734901,""+"""
"3734979,3736157,""+"""
"3736353,3737177,""-"""
"3737497,3739527,""+"""
"3739705,3740958,""+"""
"3741109,3741582,""-"""
"3741684,3742532,""-"""
"3742733,3743731,""+"""
"3743743,3744210,""+"""
"3744328,3744801,""+"""
"3744804,3746081,""+"""
"3746094,3747080,""+"""
"3747084,3748580,""+"""
"3748577,3749239,""+"""
"3749232,3750092,""+"""
"3750086,3750781,""+"""
"3751128,3751868,""-"""
"3751992,3752966,""+"""
"3752963,3754099,""-"""
"3754105,3754428,""-"""
"3754973,3756511,""-"""
"3756676,3757827,""-"""
"3758017,3759861,""-"""
"3759858,3761249,""-"""
"3761347,3761955,""-"""
"3762183,3766316,""+"""
"3766337,3767179,""+"""
"3768177,3768638,""+"""
"3770243,3771379,""-"""
"3771382,3771744,""-"""
"3772281,3774194,""+"""
"3774424,3775572,""+"""
"3775572,3776159,""+"""
"3776171,3776380,""-"""
"3776665,3777027,""+"""
"3777399,3779054,""+"""
"3779054,3779830,""+"""
"3779827,3781017,""+"""
"3781215,3781688,""+"""
"3781741,3782562,""-"""
"3782642,3783661,""-"""
"3783661,3784128,""-"""
"3784191,3784442,""-"""
"3784584,3785015,""-"""
"3785260,3786804,""+"""
"3786838,3788097,""+"""
"3788101,3789060,""+"""
"3789047,3790081,""-"""
"3790320,3791345,""-"""
"3791355,3792551,""-"""
"3792826,3793683,""-"""
"3793987,3794919,""+"""
"3794929,3795975,""+"""
"3795979,3796938,""+"""
"3796948,3798207,""+"""
"3798239,3799312,""-"""
"3799345,3800196,""-"""
"3800267,3800965,""-"""
"3800983,3801999,""-"""
"3802039,3803058,""-"""
"3803058,3804137,""-"""
"3804181,3805116,""-"""
"3805153,3805950,""-"""
"3805943,3807067,""-"""
"3807064,3808098,""-"""
"3808540,3809817,""+"""
"3809825,3810304,""+"""
"3810343,3811152,""-"""
"3811250,3811417,""-"""
"3811438,3811674,""-"""
"3811891,3812559,""-"""
"3812731,3813951,""+"""
"3813932,3814387,""+"""
"3814494,3815090,""+"""
"3815127,3815768,""-"""
"3816676,3817539,""+"""
"3817760,3818584,""+"""
"3818874,3819491,""+"""
"3819488,3821170,""-"""
"3821428,3822051,""+"""
"3822106,3822381,""+"""
"3822400,3824508,""+"""
"3824515,3825204,""+"""
"3825210,3827291,""+"""
"3827460,3828665,""-"""
"3828945,3830336,""+"""
"3830457,3832166,""+"""
"3832219,3834537,""-"""
"3834547,3835929,""-"""
"3836953,3838137,""+"""
"3838248,3839171,""+"""
"3839175,3839993,""-"""
"3840215,3840508,""+"""
"3840549,3841739,""-"""
"3841950,3842402,""-"""
"3842455,3843789,""-"""
"3843964,3845730,""+"""
"3845776,3847167,""-"""
"3847305,3848624,""-"""
"3848634,3850136,""-"""
"3850136,3850726,""-"""
"3850802,3851092,""-"""
"3851096,3852784,""-"""
"3852890,3852988,""-"""
"3853553,3853642,""+"""
"3853922,3855106,""+"""
"3855114,3855611,""-"""
"3855608,3855970,""-"""
"3855960,3856307,""-"""
"3856415,3856864,""+"""
"3856911,3858404,""-"""
"3858401,3860116,""-"""
"3860283,3861176,""+"""
"3863899,3864615,""+"""
"3864612,3866273,""-"""
"3866469,3866897,""-"""
"3867009,3867422,""-"""
"3867728,3868060,""+"""
"3868062,3869309,""-"""
"3869377,3870441,""+"""
"3870438,3871730,""-"""
"3871850,3872998,""-"""
"3872995,3873612,""-"""
"3873596,3874474,""-"""
"3874471,3875160,""-"""
"3875438,3876094,""+"""
"3876140,3876952,""-"""
"3877067,3877465,""-"""
"3877705,3880119,""-"""
"3880148,3881221,""-"""
"3881221,3882321,""-"""
"3882326,3883729,""-"""
"3884336,3884476,""+"""
"3884493,3884852,""+"""
"3884816,3885073,""+"""
"3885076,3886722,""+"""
"3886828,3888192,""+"""
"3888435,3888509,""+"""
"3888730,3890145,""+"""
"3890236,3891483,""+"""
"3891615,3892790,""+"""
"3892765,3893724,""+"""
"3893881,3894630,""+"""
"3894652,3895218,""+"""
"3895272,3896609,""-"""
"3896774,3897439,""+"""
"3897506,3897973,""+"""
"3898022,3898609,""+"""
"3898671,3899393,""-"""
"3899408,3900577,""-"""
"3900604,3902220,""-"""
"3902289,3903701,""-"""
"3903720,3905597,""-"""
"3905731,3906567,""-"""
"3906853,3907578,""-"""
"3907593,3908366,""-"""
"3908549,3909439,""-"""
"3909439,3910398,""-"""
"3910485,3911525,""-"""
"3911839,3913668,""-"""
"3913830,3915200,""-"""
"3915553,3915972,""-"""
"3915993,3917375,""-"""
"3917402,3918265,""-"""
"3918316,3919857,""-"""
"3919870,3920403,""-"""
"3920418,3920888,""-"""
"3920950,3921189,""-"""
"3921236,3922051,""-"""
"3922060,3922440,""-"""
"3923057,3923680,""-"""
"3923744,3925633,""-"""
"3926012,3926455,""-"""
"3926545,3927003,""-"""
"3927155,3928147,""+"""
"3928152,3929603,""-"""
"3929597,3931093,""-"""
"3931316,3933184,""+"""
"3933351,3933770,""+"""
"3933778,3935283,""+"""
"3935288,3936253,""+"""
"3936278,3937168,""+"""
"3937294,3938223,""+"""
"3938227,3939219,""+"""
"3939185,3940612,""-"""
"3940635,3941327,""-"""
"3947128,3947967,""-"""
"3948086,3948424,""+"""
"3948449,3949969,""-"""
"3950322,3950420,""+"""
"3950507,3950557,""+"""
"3952201,3952464,""+"""
"3952484,3953413,""+"""
"3953478,3955328,""+"""
"3955331,3956875,""+"""
"3956927,3957820,""-"""
"3957970,3959445,""+"""
"3959532,3959813,""-"""
"3960677,3962698,""+"""
"3962745,3964229,""-"""
"3964365,3965630,""-"""
"3965761,3966090,""+"""
"3966417,3967676,""+"""
"3967916,3969019,""+"""
"3969031,3970077,""+"""
"3970133,3971263,""+"""
"3971260,3972522,""+"""
"3972522,3973589,""+"""
"3973608,3974489,""+"""
"3974467,3975141,""+"""
"3975146,3976276,""+"""
"3976278,3977528,""+"""
"3977525,3978604,""+"""
"3978601,3979953,""+"""
"3979956,3980696,""+"""
"3980887,3982272,""+"""
"3982958,3984193,""+"""
"3984352,3986007,""-"""
"3986686,3987882,""-"""
"3987885,3989066,""-"""
"3989088,3989828,""-"""
"3989825,3990766,""-"""
"3991153,3993699,""+"""
"3993739,3994059,""-"""
"3994522,3994725,""+"""
"3994762,3995586,""+"""
"3995583,3996290,""+"""
"3996287,3997183,""+"""
"3997183,3997899,""+"""
"3997983,4000145,""+"""
"4000292,4001056,""-"""
"4001426,4002376,""+"""
"4002419,4002799,""-"""
"4002813,4003193,""-"""
"4003288,4004178,""-"""
"4004230,4004697,""-"""
"4004862,4005731,""+"""
"4005864,4007693,""+"""
"4007757,4008377,""+"""
"4008439,4009059,""-"""
"4009170,4010192,""+"""
"4010200,4011000,""+"""
"4011076,4011975,""+"""
"4011863,4012816,""-"""
"4013053,4015314,""+"""
"4015354,4016169,""-"""
"4016431,4017192,""+"""
"4017333,4018760,""+"""
"4018855,4019610,""+"""
"4019624,4020229,""+"""
"4020226,4021866,""+"""
"4021945,4022214,""+"""
"4022218,4022733,""+"""
"4022736,4023512,""+"""
"4023554,4024336,""+"""
"4024333,4024821,""-"""
"4024988,4026481,""+"""
"4026527,4027228,""+"""
"4027609,4028772,""-"""
"4028782,4030971,""-"""
"4031161,4032492,""+"""
"4032492,4033106,""+"""
"4033145,4034596,""+"""
"4034608,4035153,""+"""
"4040906,4041433,""-"""
"4041415,4041999,""-"""
"4042069,4042338,""+"""
"4042415,4043401,""+"""
"4043418,4044044,""+"""
"4044199,4045629,""+"""
"4045670,4046602,""-"""
"4046966,4049752,""+"""
"4050133,4050765,""-"""
"4051347,4051856,""+"""
"4052045,4053418,""+"""
"4053647,4053757,""-"""
"4053869,4055278,""-"""
"4055290,4056339,""-"""
"4056625,4058034,""-"""
"4058407,4060230,""+"""
"4060447,4061157,""+"""
"4061165,4062145,""+"""
"4062247,4063512,""+"""
"4063603,4064295,""-"""
"4064363,4065766,""-"""
"4065809,4067194,""-"""
"4067240,4069276,""-"""
"4069475,4070401,""-"""
"4070515,4071756,""-"""
"4071773,4072651,""-"""
"4072675,4073571,""-"""
"4073739,4074635,""+"""
"4074669,4075454,""+"""
"4075553,4076152,""+"""
"4076146,4077018,""+"""
"4077015,4077452,""+"""
"4077449,4078438,""+"""
"4079297,4079509,""+"""
"4079751,4079969,""+"""
"4080299,4081228,""-"""
"4081225,4081860,""-"""
"4081857,4082759,""-"""
"4082772,4085822,""-"""
"4086016,4086849,""+"""
"4087002,4088057,""+"""
"4088107,4089855,""-"""
"4089855,4090925,""-"""
"4090915,4092366,""-"""
"4092377,4092823,""-"""
"4093124,4093438,""-"""
"4093448,4094272,""-"""
"4094723,4095982,""-"""
"4095979,4097448,""-"""
"4097736,4098572,""+"""
"4098646,4099494,""+"""
"4099491,4100525,""-"""
"4100810,4101430,""+"""
"4101690,4102673,""+"""
"4102822,4103496,""+"""
"4103602,4104975,""-"""
"4104972,4105670,""-"""
"4105820,4106320,""+"""
"4106469,4107371,""+"""
"4107552,4108514,""+"""
"4108834,4109823,""+"""
"4109930,4110685,""+"""
"4110740,4111507,""-"""
"4111615,4112214,""-"""
"4112315,4112755,""+"""
"4112967,4113266,""+"""
"4113293,4113721,""+"""
"4113726,4114472,""-"""
"4114569,4115579,""-"""
"4115714,4117222,""-"""
"4117245,4118090,""-"""
"4118515,4118760,""+"""
"4118845,4119330,""-"""
"4119423,4120349,""-"""
"4120416,4121747,""-"""
"4121757,4122287,""-"""
"4122380,4123339,""-"""
"4123431,4124456,""-"""
"4124612,4126810,""-"""
"4127013,4127225,""+"""
"4127286,4127894,""-"""
"4128078,4128395,""-"""
"4128672,4129832,""+"""
"4129835,4132267,""+"""
"4132616,4133506,""+"""
"4133835,4136015,""+"""
"4136108,4137013,""+"""
"4137040,4137657,""-"""
"4137932,4139035,""-"""
"4139046,4139708,""-"""
"4139720,4142221,""-"""
"4142530,4143609,""+"""
"4143624,4143944,""+"""
"4143995,4146292,""+"""
"4146258,4147136,""+"""
"4147138,4147479,""+"""
"4147466,4148317,""-"""
"4148532,4150265,""-"""
"4150447,4153098,""-"""
"4153696,4154847,""-"""
"4155001,4156005,""+"""
"4156013,4156789,""+"""
"4156850,4158223,""+"""
"4158490,4159407,""+"""
"4159390,4160790,""-"""
"4161124,4161771,""+"""
"4161771,4162130,""+"""
"4162170,4163270,""-"""
"4163639,4165483,""+"""
"4165428,4166285,""+"""
"4172057,4173085,""+"""
"4173082,4174047,""+"""
"4174076,4175026,""-"""
"4175944,4177128,""+"""
"4177358,4177741,""+"""
"4177743,4178288,""+"""
"4178447,4178875,""+"""
"4178879,4179583,""+"""
"4179996,4180493,""+"""
"4180560,4180925,""+"""
"4181245,4185273,""+"""
"4185350,4189573,""+"""
"4189786,4190325,""+"""
"4190735,4191868,""-"""
"4191865,4192635,""-"""
"4192637,4192837,""-"""
"4192821,4193576,""-"""
"4193569,4194204,""-"""
"4194204,4196099,""-"""
"4196332,4196808,""-"""
"4196903,4197676,""+"""
"4197716,4198780,""+"""
"4198790,4199461,""+"""
"4199504,4200094,""+"""
"4200281,4200553,""+"""
"4200566,4201261,""+"""
"4201263,4201688,""-"""
"4201926,4203323,""+"""
"4203320,4204645,""+"""
"4204642,4205931,""-"""
"4205943,4207532,""-"""
"4213234,4213617,""+"""
"4213680,4214123,""-"""
"4214280,4215209,""+"""
"4215478,4217079,""+"""
"4217109,4218413,""+"""
"4218596,4220332,""+"""
"4220301,4222487,""-"""
"4222804,4223628,""-"""
"4223828,4227511,""+"""
"4227731,4229362,""+"""
"4229453,4230142,""-"""
"4230354,4231226,""+"""
"4231359,4231631,""-"""
"4231884,4233233,""-"""
"4233758,4235407,""+"""
"4235906,4236148,""+"""
"4236262,4236900,""+"""
"4236897,4237634,""+"""
"4237634,4239730,""+"""
"4239777,4240055,""-"""
"4240325,4240735,""+"""
"4240779,4242254,""-"""
"4242626,4243516,""-"""
"4243531,4245075,""-"""
"4245229,4246419,""-"""
"4246784,4247899,""+"""
"4247971,4249311,""+"""
"4249554,4250474,""+"""
"4252506,4253003,""+"""
"4253016,4253888,""+"""
"4254043,4256466,""-"""
"4256637,4257005,""+"""
"4257115,4257723,""+"""
"4257742,4259121,""+"""
"4259237,4259446,""+"""
"4259488,4260003,""-"""
"4260321,4260575,""+"""
"4260599,4261306,""+"""
"4261669,4262706,""+"""
"4262840,4263082,""+"""
"4263248,4264231,""-"""
"4264314,4265729,""+"""
"4265782,4266861,""+"""
"4267114,4268307,""+"""
"4268809,4269012,""-"""
"4269414,4270127,""+"""
"4270238,4270654,""+"""
"4270658,4271014,""+"""
"4271049,4273871,""-"""
"4274125,4274661,""+"""
"4274760,4275041,""-"""
"4275471,4277057,""+"""
"4277060,4277383,""-"""
"4277469,4277933,""+"""
"4278479,4279828,""+"""
"4279980,4281629,""+"""
"4281783,4283075,""-"""
"4283253,4284902,""-"""
"4284899,4285213,""-"""
"4285413,4287371,""-"""
"4287764,4289200,""+"""
"4289245,4289811,""+"""
"4289808,4290479,""+"""
"4290476,4291432,""+"""
"4291512,4293170,""+"""
"4293163,4293546,""+"""
"4293543,4294139,""+"""
"4294481,4295794,""+"""
"4296436,4297125,""-"""
"4297219,4299366,""-"""
"4299564,4301030,""-"""
"4301027,4303078,""-"""
"4303078,4304109,""-"""
"4304128,4304403,""-"""
"4304612,4306597,""-"""
"4306870,4307799,""-"""
"4307783,4308478,""-"""
"4308489,4309469,""-"""
"4309448,4310980,""-"""
"4311107,4312042,""-"""
"4312101,4312991,""-"""
"4313350,4313799,""+"""
"4313868,4314197,""+"""
"4314344,4315102,""-"""
"4315104,4315538,""-"""
"4315525,4316082,""-"""
"4316082,4317218,""-"""
"4317215,4317895,""-"""
"4318006,4318764,""-"""
"4318761,4319606,""-"""
"4319599,4320663,""-"""
"4320663,4321247,""-"""
"4321244,4321696,""-"""
"4321697,4322422,""-"""
"4323336,4324352,""-"""
"4324377,4325165,""-"""
"4325298,4325741,""-"""
"4326399,4326734,""-"""
"4327135,4329363,""+"""
"4329360,4330238,""+"""
"4330502,4332004,""+"""
"4332116,4332205,""+"""
"4332181,4333272,""-"""
"4333282,4333950,""-"""
"4333947,4335590,""-"""
"4335694,4337031,""-"""
"4337168,4337929,""-"""
"4338254,4340521,""-"""
"4340720,4341628,""-"""
"4341911,4343266,""+"""
"4343369,4344790,""+"""
"4344929,4345558,""-"""
"4345680,4347326,""-"""
"4347404,4348744,""-"""
"4349315,4350034,""-"""
"4350031,4351662,""-"""
"4351843,4352073,""+"""
"4352085,4352357,""+"""
"4352584,4352880,""+"""
"4352908,4353081,""+"""
"4353200,4354717,""-"""
"4354954,4356411,""-"""
"4356470,4358617,""-"""
"4358697,4360031,""-"""
"4360396,4361934,""-"""
"4362733,4363308,""-"""
"4363345,4365042,""-"""
"4365018,4365356,""-"""
"4365472,4366773,""-"""
"4366891,4368327,""-"""
"4368664,4369140,""+"""
"4369156,4370412,""-"""
"4370688,4370981,""+"""
"4371025,4372671,""+"""
"4372809,4373162,""+"""
"4373365,4374234,""-"""
"4374629,4375657,""-"""
"4375699,4376265,""+"""
"4376317,4376442,""+"""
"4376553,4376699,""+"""
"4376875,4377192,""+"""
"4377189,4377722,""-"""
"4377811,4378944,""-"""
"4379007,4379366,""-"""
"4379377,4379772,""-"""
"4379783,4380517,""-"""
"4380510,4382318,""-"""
"4382643,4383620,""+"""
"4383839,4385341,""+"""
"4385393,4385707,""+"""
"4385704,4386018,""+"""
"4386047,4389370,""-"""
"4389392,4390360,""-"""
"4390457,4391509,""-"""
"4391604,4392149,""+"""
"4392892,4392945,""+"""
"4392928,4394067,""-"""
"4394066,4395613,""+"""
"4395585,4396046,""+"""
"4396065,4397402,""+"""
"4397412,4399259,""+"""
"4399252,4400202,""+"""
"4400288,4400596,""+"""
"4400672,4401952,""+"""
"4402038,4403297,""+"""
"4403300,4404304,""+"""
"4404386,4404583,""+"""
"4404687,4405985,""+"""
"4406190,4406615,""+"""
"4406654,4409095,""+"""
"4409275,4410006,""+"""
"4410133,4410534,""+"""
"4410553,4411251,""+"""
"4411302,4411961,""+"""
"4411979,4412377,""+"""
"4412387,4413025,""+"""
"4413028,4414191,""+"""
"4414275,4415900,""+"""
"4416017,4416292,""-"""
"4416441,4416770,""-"""
"4416952,4417701,""+"""
"4417698,4418453,""-"""
"4418561,4419625,""-"""
"4419980,4421377,""+"""
"4421393,4421698,""+"""
"4421708,4422172,""+"""
"4422186,4422836,""+"""
"4422846,4423700,""+"""
"4423700,4424386,""+"""
"4424516,4424791,""-"""
"4425118,4425513,""+"""
"4425520,4425834,""+"""
"4425839,4426066,""+"""
"4426108,4426557,""+"""
"4426628,4427422,""-"""
"4428079,4428717,""-"""
"4428935,4429555,""+"""
"4429864,4431276,""+"""
"4431321,4431983,""-"""
"4432091,4433056,""-"""
"4433164,4434024,""-"""
"4434113,4434493,""+"""
"4434622,4436565,""-"""
"4436755,4437495,""+"""
"4437707,4438645,""+"""
"4438708,4439262,""-"""
"4439587,4439793,""+"""
"4439872,4441215,""-"""
"4441538,4442176,""-"""
"4442382,4444115,""+"""
"4444112,4447891,""+"""
"4447894,4448235,""+"""
"4448447,4448698,""+"""
"4448692,4449042,""+"""
"4449122,4449652,""-"""
"4449962,4450918,""+"""
"4451058,4452560,""+"""
"4452571,4453596,""+"""
"4453583,4454578,""+"""
"4454611,4455609,""-"""
"4455785,4457158,""+"""
"4457314,4457865,""-"""
"4457959,4459311,""+"""
"4459900,4460364,""-"""
"4460522,4462660,""-"""
"4463054,4464709,""-"""
"4464759,4466180,""-"""
"4466299,4467246,""-"""
"4467431,4467484,""+"""
"4467625,4470321,""+"""
"4470527,4470913,""-"""
"4470986,4471447,""-"""
"4471460,4472395,""-"""
"4472399,4472533,""-"""
"4472814,4473209,""-"""
"4473340,4474053,""-"""
"4474124,4474717,""+"""
"4474862,4475314,""+"""
"4475437,4477251,""+"""
"4477307,4478311,""-"""
"4478473,4478889,""+"""
"4479034,4479537,""-"""
"4479730,4480926,""+"""
"4480982,4483837,""-"""
"4483837,4484280,""-"""
"4484440,4485951,""-"""
"4486218,4487318,""+"""
"4487318,4488400,""+"""
"4488561,4490063,""-"""
"4490141,4491139,""-"""
"4491206,4492525,""-"""
"4492587,4493351,""-"""
"4493375,4494406,""-"""
"4494623,4495186,""+"""
"4495190,4496209,""-"""
"4498272,4498637,""+"""
"4498595,4499500,""+"""
"4501260,4501589,""+"""
"4502103,4503431,""-"""
"4504058,4505275,""+"""
"4505287,4506405,""+"""
"4506448,4506573,""+"""
"4507466,4508617,""-"""
"4510690,4511457,""-"""
"4511458,4512414,""-"""
"4512411,4513409,""-"""
"4513406,4514308,""-"""
"4514353,4516677,""-"""
"4516764,4517717,""-"""
"4517714,4518235,""-"""
"4518527,4518802,""+"""
"4519338,4520324,""-"""
"4520671,4522020,""-"""
"4522127,4524094,""-"""
"4524105,4525010,""-"""
"4525015,4525803,""-"""
"4526106,4526888,""-"""
"4526905,4527537,""-"""
"4527549,4527980,""-"""
"4528111,4528917,""-"""
"4528930,4530243,""-"""
"4530255,4530533,""-"""
"4530530,4531651,""-"""
"4532437,4533183,""-"""
"4533239,4533784,""-"""
"4533796,4534053,""-"""
"4536614,4537594,""-"""
"4537659,4538765,""-"""
"4538785,4539501,""-"""
"4540957,4541559,""+"""
"4542037,4542633,""+"""
"4543115,4543663,""+"""
"4543728,4544267,""+"""
"4544304,4545029,""+"""
"4545096,4547732,""+"""
"4547742,4548272,""+"""
"4548285,4548788,""+"""
"4548808,4549710,""+"""
"4549953,4551296,""-"""
"4551636,4552820,""+"""
"4552901,4554361,""+"""
"4554576,4555349,""+"""
"4555490,4556320,""-"""
"4556993,4557385,""+"""
"4557378,4558289,""-"""
"4558354,4559526,""-"""
"4559539,4560000,""-"""
"4559997,4560680,""-"""
"4560930,4561484,""+"""
"4561497,4562675,""-"""
"4562743,4563603,""-"""
"4563922,4564689,""-"""
"4564699,4565850,""-"""
"4565966,4567246,""-"""
"4567287,4568519,""-"""
"4570162,4571574,""-"""
"4571751,4571915,""+"""
"4576912,4577958,""-"""
"4577958,4579337,""-"""
"4579499,4579840,""-"""
"4580068,4581462,""-"""
"4581459,4583048,""-"""
"4583249,4586761,""-"""
"4586949,4587863,""+"""
"4587909,4588865,""-"""
"4588876,4589079,""-"""
"4589129,4591279,""-"""
"4591657,4593312,""+"""
"4593361,4594722,""-"""
"4594937,4595851,""-"""
"4595990,4597012,""+"""
"4597150,4599441,""-"""
"4599695,4600189,""-"""
"4600238,4600975,""-"""
"4600978,4601517,""-"""
"4601624,4602097,""-"""
"4602088,4602858,""-"""
"4603477,4604202,""+"""
"4604160,4604837,""+"""
"4604875,4605663,""-"""
"4605804,4606040,""+"""
"4606669,4607700,""-"""
"4607803,4608216,""+"""
"4608185,4608631,""+"""
"4608646,4609323,""+"""
"4609414,4611003,""+"""
"4611396,4612001,""+"""
"4612128,4612289,""+"""
"4612411,4613484,""+"""
"4613481,4614260,""+"""
"4614680,4615543,""-"""
