"Start","Stop","Strand"
3673040,3674197,"-"
3674213,3674881,"-"
3675242,3676075,"+"
3676146,3676676,"-"
3676673,3678118,"-"
3678618,3680087,"-"
3680266,3681132,"-"
3681223,3681420,"-"
3681398,3682447,"+"
3682541,3683374,"+"
3683425,3685119,"-"
3685136,3686074,"-"
3686075,3687205,"-"
3687542,3688723,"+"
3689083,3689769,"-"
3690058,3690192,"+"
3690703,3691275,"+"
3691346,3692536,"-"
3692744,3694210,"+"
3694331,3695308,"+"
3695346,3696059,"+"
3696666,3697055,"+"
3697244,3698806,"+"
3698875,3700680,"+"
3700690,3701784,"+"
3701784,3702809,"+"
3702811,3704400,"+"
3704404,3704748,"-"
3705080,3706276,"-"
3706273,3706992,"-"
3707140,3708897,"+"
3709034,3709318,"+"
3709377,3710264,"-"
3710369,3711655,"+"
3711674,3712270,"-"
3712353,3713114,"+"
3713134,3714141,"-"
3714244,3714555,"+"
3714616,3716334,"+"
3716672,3717781,"+"
3717956,3718447,"+"
3718514,3720148,"-"
3720508,3721668,"+"
3721631,3723067,"-"
3723216,3724859,"-"
3724934,3725530,"-"
3725588,3726652,"-"
3726726,3727778,"-"
3727882,3728985,"-"
3729297,3729428,"+"
3729756,3732413,"+"
3732429,3733079,"+"
3733125,3735965,"-"
3736097,3738730,"-"
3738877,3739605,"+"
3739950,3742235,"+"
3742337,3743467,"+"
3743467,3743721,"+"
3744185,3745255,"-"
3745265,3746611,"-"
3746883,3748505,"+"
3748495,3749754,"+"
3749751,3750929,"+"
3750951,3751754,"-"
3751769,3753058,"-"
3753101,3754306,"-"
3754317,3755102,"-"
3755307,3756503,"-"
3756606,3757148,"-"
3757313,3757447,"-"
3757423,3758376,"-"
3758514,3758936,"+"
3758992,3760368,"-"
3760365,3761330,"-"
3761330,3762187,"-"
3762202,3762960,"-"
3762957,3764627,"-"
3764710,3765999,"-"
3766135,3766596,"-"
3766654,3767574,"+"
3767629,3769086,"-"
3769093,3770622,"-"
3770792,3772633,"-"
3772630,3772932,"-"
3772929,3773483,"-"
3773495,3774037,"-"
3774052,3775029,"-"
3775026,3777605,"-"
3777785,3779122,"-"
3779119,3779619,"-"
3779622,3781430,"-"
3781517,3782191,"-"
3782207,3782566,"-"
3782631,3782840,"-"
3783305,3784231,"-"
3785104,3786321,"+"
3786403,3787002,"+"
3787047,3788879,"-"
3788956,3789615,"-"
3789627,3790121,"-"
3790209,3790664,"-"
3791002,3792204,"+"
3792405,3794552,"+"
3794645,3795196,"-"
3795254,3795805,"-"
3795868,3796506,"-"
3796687,3797316,"+"
3797382,3797744,"+"
3797763,3798656,"+"
3798636,3798752,"-"
3798872,3799399,"+"
3799405,3800178,"-"
3800186,3800902,"-"
3800899,3801585,"-"
3801650,3802432,"-"
3802700,3803482,"-"
3803523,3803684,"+"
3803765,3804334,"-"
3804470,3805987,"-"
3806021,3806509,"-"
3806726,3807376,"-"
3807405,3808673,"-"
3808749,3809669,"-"
3809855,3810514,"-"
3810541,3811353,"-"
3811353,3812366,"-"
3812430,3813566,"-"
3813764,3814654,"+"
3814741,3815916,"-"
3816126,3817346,"-"
3817505,3819493,"+"
3819555,3819836,"-"
3819868,3820416,"-"
3820416,3821225,"-"
3821225,3822046,"-"
3822049,3823134,"-"
3823176,3824108,"-"
3824276,3824827,"+"
3824848,3825234,"-"
3825543,3827687,"-"
3827687,3828997,"-"
3829157,3829441,"-"
3829809,3830339,"+"
3830691,3831137,"+"
3831199,3831960,"-"
3832250,3832603,"+"
3832578,3833180,"+"
3833593,3834075,"+"
3834443,3835324,"+"
3835334,3836242,"-"
3836375,3836833,"+"
3836830,3838026,"+"
3838507,3839721,"-"
3839810,3839995,"+"
3839992,3840105,"-"
3840122,3841801,"+"
3841798,3842550,"+"
3842604,3843569,"-"
3843833,3845068,"+"
3845065,3846726,"-"
3846907,3847899,"+"
3848030,3848389,"+"
3848447,3849625,"-"
3850035,3851237,"+"
3851286,3853457,"-"
3854082,3854435,"+"
3854439,3854831,"+"
3854883,3856301,"-"
3857044,3857970,"-"
3858059,3859057,"+"
3859054,3859272,"-"
3859274,3861289,"-"
3861359,3862420,"-"
3862471,3862614,"-"
3862651,3863412,"+"
3863589,3864560,"+"
3864772,3864897,"+"
3864941,3865198,"+"
3865243,3866970,"+"
3867013,3867522,"+"
3867563,3867802,"-"
3867799,3868665,"-"
3868748,3870046,"+"
3870187,3870582,"+"
3870579,3871490,"-"
3871609,3872703,"-"
3872693,3873568,"-"
3873568,3874401,"-"
3874401,3875417,"-"
3875417,3875554,"+"
3875660,3875812,"-"
3876057,3876956,"-"
3877051,3877626,"-"
3877688,3878137,"-"
3878124,3878549,"-"
3878761,3879633,"+"
3879633,3880532,"+"
3880576,3881649,"-"
3881674,3882159,"-"
3882171,3882830,"-"
3882840,3883739,"-"
3883760,3885121,"-"
3885133,3886536,"-"
3886533,3887765,"-"
3887965,3889152,"-"
3889142,3889981,"-"
3889991,3891394,"-"
3891406,3891693,"-"
3891822,3892112,"-"
3892151,3893167,"-"
3893157,3893963,"-"
3893960,3894649,"-"
3894627,3895106,"-"
3895119,3895454,"-"
3895673,3897952,"-"
3898247,3899203,"+"
3899220,3901214,"+"
3901204,3901698,"-"
3901773,3902249,"-"
3902313,3902909,"-"
3902968,3904950,"-"
3905323,3908436,"+"
3908989,3909342,"+"
3909346,3910473,"+"
3910500,3910703,"+"
3910752,3911447,"-"
3911524,3912108,"-"
3912269,3913528,"-"
3913538,3914413,"-"
3914533,3915246,"-"
3915462,3916496,"-"
3916513,3917391,"-"
3917545,3918111,"+"
3918115,3918585,"+"
3918647,3919708,"-"
3919763,3919879,"-"
3919931,3921394,"+"
3921404,3921763,"+"
3921891,3922802,"+"
3922799,3923476,"-"
3923599,3924885,"-"
3924981,3925607,"-"
3925825,3927024,"-"
3927267,3928160,"-"
3928424,3929461,"+"
3929458,3930099,"+"
3930280,3932340,"+"
3932416,3933876,"+"
3933930,3936158,"-"
3936529,3936702,"+"
3936799,3937710,"-"
3937784,3939016,"+"
3939421,3940488,"+"
3940472,3942340,"+"
3942435,3944012,"-"
3944080,3944472,"-"
3944472,3945548,"-"
3945707,3947098,"+"
3947082,3947300,"-"
3947350,3948429,"-"
3948547,3950016,"-"
3950139,3951317,"-"
3951328,3951948,"-"
3951983,3953227,"-"
3953349,3954470,"-"
3954497,3955492,"-"
3955769,3956935,"-"
3957419,3957850,"-"
3958011,3960335,"-"
3960336,3965285,"-"
3965491,3966348,"+"
3966575,3967417,"+"
3967488,3968264,"-"
3968363,3969649,"-"
3969720,3969920,"-"
3969922,3970257,"-"
3970259,3972109,"-"
3972125,3972640,"-"
3972715,3973038,"-"
3973056,3973442,"-"
3973469,3974683,"-"
3974862,3975353,"-"
3975588,3976322,"-"
3976443,3977246,"+"
3977293,3978129,"-"
3978229,3979209,"-"
3979200,3979799,"-"
3979963,3981240,"+"
3981237,3982244,"-"
3982455,3983288,"-"
3983288,3984724,"-"
3984794,3988069,"-"
3988182,3989378,"+"
3989452,3989874,"+"
3989930,3991183,"-"
3991509,3992699,"+"
3992773,3993111,"-"
3993177,3994514,"-"
3994501,3995187,"-"
3995217,3996638,"-"
3997229,4001116,"-"
4001292,4002908,"+"
4002905,4003414,"-"
4003477,4004088,"-"
4004326,4005174,"+"
4005231,4005491,"+"
4005504,4005884,"-"
4005884,4006615,"-"
4006627,4007364,"-"
4007376,4008281,"-"
4008278,4008892,"-"
4008902,4009030,"+"
4009208,4010182,"-"
4010198,4011997,"-"
4012183,4012662,"-"
4012659,4013585,"-"
4013615,4014265,"-"
4014298,4014873,"-"
4015294,4016913,"+"
4016898,4017635,"-"
4017767,4019098,"+"
4019144,4019527,"-"
4019841,4020530,"+"
4020588,4021673,"-"
4021877,4022302,"+"
4022372,4023070,"+"
4023105,4025756,"+"
4025877,4027232,"+"
4027274,4027597,"+"
4027601,4028899,"-"
4029114,4029227,"-"
4034863,4037334,"-"
4037365,4037478,"+"
4037566,4038267,"-"
4038294,4039196,"-"
4039406,4040143,"+"
4040414,4040749,"+"
4041004,4042164,"+"
4042161,4043033,"-"
4043096,4044217,"-"
4044227,4045297,"-"
4045640,4046149,"+"
4046142,4047365,"+"
4047379,4047861,"+"
4047870,4049240,"-"
4049297,4049755,"-"
4049745,4049882,"+"
4049987,4051018,"-"
4051021,4051617,"-"
4052115,4052246,"+"
4052278,4052787,"+"
4052849,4052995,"+"
4053076,4053363,"+"
4053429,4053653,"+"
4053653,4053880,"+"
4053877,4054458,"+"
4054455,4054727,"+"
4055149,4057212,"+"
4057358,4058845,"-"
4059249,4059431,"+"
4059552,4059665,"+"
4059745,4060476,"+"
4060590,4061387,"+"
4061758,4062801,"-"
4062801,4064570,"-"
4064736,4065590,"+"
4065664,4066527,"+"
4066521,4066721,"+"
4066749,4067468,"+"
4067565,4068071,"+"
4068071,4068274,"+"
4068279,4068569,"+"
4068556,4069053,"+"
4069050,4069481,"+"
4069456,4069614,"+"
4069577,4070044,"+"
4070112,4070486,"+"
4070603,4071196,"+"
4071193,4071540,"+"
4071545,4072453,"+"
4072461,4073045,"+"
4073050,4073850,"+"
4073840,4077277,"+"
4077293,4078363,"+"
4078474,4079655,"+"
4079669,4080184,"+"
4080245,4080520,"+"
4080553,4080672,"+"
4080665,4083106,"+"
4083273,4083599,"+"
4083599,4084759,"+"
4085218,4085565,"-"
4085605,4086372,"-"
4086404,4086862,"-"
4086971,4087219,"-"
4087479,4088843,"-"
4089007,4089798,"+"
4089818,4090444,"+"
4090541,4091803,"+"
4091784,4091906,"+"
4092010,4092765,"+"
4092885,4093475,"-"
4093600,4094478,"+"
4094565,4096226,"+"
4096252,4096392,"+"
4096374,4096715,"+"
4096782,4097072,"-"
4097062,4097499,"-"
4097649,4098131,"+"
4098727,4099449,"-"
4099713,4101500,"+"
4101583,4102491,"-"
4102595,4103200,"+"
4103276,4103575,"+"
4103583,4104128,"+"
4104109,4105011,"-"
4105217,4105396,"+"
4105469,4105888,"-"
4106295,4106480,"+"
4106599,4107048,"+"
4107134,4107496,"-"
4107646,4107993,"+"
4108137,4109489,"-"
4109578,4110009,"+"
4110193,4110438,"+"
4110435,4110845,"+"
4110818,4112959,"+"
4112970,4113932,"+"
4114289,4115491,"+"
4115484,4116551,"+"
4116630,4117628,"+"
4117806,4118552,"+"
4118542,4118877,"+"
4118881,4118997,"-"
4118968,4119498,"+"
4119522,4119647,"-"
4119624,4120796,"+"
4120812,4122350,"+"
4122487,4124163,"+"
4124142,4124909,"-"
4124962,4125423,"-"
4125634,4127190,"-"
4127257,4127685,"-"
4127682,4128248,"-"
4128374,4128688,"-"
4129117,4129257,"+"
4129983,4130111,"-"
4130532,4133159,"-"
4133410,4133910,"-"
4133978,4135036,"-"
4135127,4135624,"-"
4135764,4136642,"-"
4136650,4137513,"-"
4137510,4138220,"-"
4138559,4139638,"-"
4139915,4140478,"+"
4140475,4141455,"+"
4141469,4141831,"+"
4141844,4142623,"+"
4142780,4143139,"+"
4143206,4143979,"+"
4143972,4144937,"+"
4144900,4146450,"-"
4146450,4146593,"+"
4146638,4148086,"+"
4148083,4149216,"+"
4149313,4150326,"-"
4150323,4152557,"-"
4152566,4153093,"-"
4153230,4154243,"-"
4154244,4154393,"+"
4154511,4155953,"+"
4155980,4157404,"+"
4157586,4157894,"+"
4157891,4158361,"-"
4158354,4158764,"-"
4158761,4159528,"-"
4159528,4160070,"-"
4160080,4161789,"-"
4161806,4162729,"-"
4162732,4164558,"-"
4164555,4165163,"-"
4165246,4165695,"-"
4165905,4166249,"+"
4166235,4166393,"-"
4166364,4167125,"+"
4167116,4167388,"+"
4167388,4168509,"+"
4168506,4169516,"+"
4169768,4171825,"+"
4171879,4173279,"-"
4173330,4175522,"-"
4175535,4176872,"-"
4177135,4177911,"-"
4177904,4178407,"-"
4178585,4178899,"+"
4178909,4180231,"+"
4180255,4180569,"+"
4180620,4181534,"+"
4181651,4182553,"+"
4182732,4183649,"+"
4183646,4184467,"+"
4184464,4185312,"+"
4185306,4186160,"+"
4186227,4186568,"-"
4186636,4187523,"-"
4187708,4188649,"+"
4188685,4190394,"+"
4190434,4190727,"-"
4190943,4193306,"+"
4193378,4194409,"+"
4194406,4195224,"+"
4195224,4196219,"+"
4196212,4196991,"+"
4197270,4197752,"+"
4198297,4198545,"+"
4198814,4201375,"+"
4201495,4201647,"-"
4201988,4202224,"-"
4202235,4203662,"-"
4203662,4204255,"-"
4204413,4204835,"+"
4204844,4205731,"-"
4205840,4207042,"+"
4207039,4207416,"+"
4207469,4208461,"-"
4208619,4209755,"-"
4209881,4210480,"-"
4210501,4211262,"-"
4211243,4212292,"-"
4212289,4212768,"-"
4212768,4213478,"-"
4213498,4213815,"-"
4213956,4214282,"-"
4214333,4214938,"-"
4214938,4216365,"-"
4216375,4217283,"-"
4217293,4218699,"-"
4218946,4219992,"+"
4220065,4220799,"-"
4220898,4222610,"-"
4222610,4224382,"-"
4224553,4224726,"-"
4224726,4225091,"+"
4225132,4225803,"-"
4225966,4226094,"+"
4226278,4227387,"+"
4227451,4228749,"-"
4228831,4230468,"-"
4230749,4231540,"-"
4231652,4233889,"-"
4234011,4235315,"-"
4235429,4238179,"+"
4238337,4239476,"-"
4239549,4240889,"-"
4240907,4242247,"-"
4242250,4243602,"-"
4244074,4244517,"-"
4244522,4245316,"-"
4245316,4245645,"-"
4246277,4246822,"-"
4246891,4247736,"+"
4247848,4249215,"+"
4249725,4251014,"+"
4251080,4252447,"+"
4252586,4253527,"+"
4253573,4254796,"-"
4254807,4256228,"-"
4256422,4257300,"-"
4257297,4257995,"-"
4257992,4259014,"-"
4259011,4260417,"-"
4260491,4261888,"-"
4261935,4263107,"-"
4263185,4263301,"-"
4263379,4265322,"+"
4265419,4266174,"+"
4266245,4267393,"-"
4267421,4268068,"-"
4268220,4268339,"-"
4268635,4269945,"+"
4269978,4271753,"+"
4271861,4273279,"+"
4273281,4273703,"+"
4273762,4274472,"+"
4274521,4275621,"-"
4275614,4276009,"-"
4276029,4276853,"-"
4277298,4277528,"-"
4277720,4278925,"+"
4278925,4279356,"+"
4279399,4280220,"-"
4280309,4281406,"-"
4282008,4283063,"-"
4283107,4283652,"-"
4283646,4285169,"-"
4285166,4285990,"-"
4285999,4286676,"-"
4286663,4286944,"-"
4286946,4287683,"-"
4287683,4288393,"-"
4288390,4289184,"-"
4289195,4289980,"-"
4289977,4290702,"-"
4290702,4291757,"-"
4291738,4292511,"-"
4292504,4293073,"-"
4293063,4293668,"-"
4293662,4294801,"-"
4294798,4295433,"-"
4295444,4296403,"-"
4296400,4297776,"-"
4298266,4299234,"-"
4299348,4299632,"+"
4299629,4300441,"+"
4300460,4302124,"+"
4302135,4302824,"+"
4302839,4303363,"+"
4303376,4305208,"+"
4305198,4305548,"+"
4305567,4305842,"+"
4305864,4306310,"+"
4306310,4306942,"+"
4306939,4307430,"+"
4307434,4307709,"+"
4307720,4308736,"+"
4308733,4310121,"+"
4310133,4311245,"+"
4311242,4312594,"+"
4312597,4313151,"+"
4313151,4313501,"+"
4313506,4313946,"+"
4313943,4315157,"+"
4315213,4316115,"+"
4316119,4317195,"-"
4317213,4318466,"-"
4318694,4320025,"+"
4320255,4320575,"+"
4320633,4322477,"-"
4322523,4326011,"-"
4326008,4328860,"-"
4329014,4332391,"-"
4332404,4332727,"-"
4332712,4333119,"-"
4333116,4333673,"-"
4333670,4334221,"-"
4334407,4335201,"-"
4335208,4336083,"-"
4336329,4338575,"-"
4338588,4339118,"-"
4339572,4339715,"+"
4339801,4340496,"+"
4340560,4341273,"+"
4341397,4341615,"+"
4341836,4342876,"+"
4342979,4344172,"-"
4344165,4346324,"-"
4346588,4346851,"-"
4346945,4347961,"+"
4347922,4348401,"-"
4348398,4349171,"-"
4349239,4350666,"-"
4350674,4352011,"-"
4352311,4353312,"+"
4353305,4354567,"-"
4354704,4355630,"+"
4355596,4356309,"-"
4356449,4356775,"+"
4357228,4358118,"+"
4358111,4359013,"+"
4359026,4360153,"+"
4360170,4361456,"+"
4361516,4362859,"-"
4362981,4364414,"-"
4364434,4365675,"-"
4365688,4365822,"-"
4365917,4366912,"+"
4366909,4368345,"-"
4368625,4369386,"-"
4369597,4369728,"+"
4369872,4371047,"+"
4371183,4371878,"-"
4372127,4373305,"-"
4373424,4374293,"-"
4374396,4374857,"+"
4375095,4376210,"+"
4376329,4377207,"+"
4377590,4378294,"+"
4378312,4378884,"+"
4379028,4379744,"+"
4379779,4380414,"-"
4380428,4381423,"-"
4381414,4383900,"-"
4383912,4384637,"-"
4384709,4385317,"-"
4386023,4386232,"+"
4386328,4387224,"-"
4387306,4387812,"+"
4387809,4388765,"-"
4389959,4390588,"+"
4391054,4391662,"+"
4391665,4391778,"-"
4392142,4392690,"+"
4392761,4393297,"+"
4393347,4394051,"+"
4394133,4396745,"+"
4396756,4397283,"+"
4397311,4397796,"+"
4397811,4398719,"+"
4398716,4400038,"+"
4400171,4400443,"-"
4400455,4400724,"-"
4400891,4401163,"+"
4401170,4402195,"+"
4402208,4404145,"+"
4404142,4405590,"+"
4405653,4405952,"-"
4406137,4407690,"-"
4408163,4408585,"-"
4408595,4409887,"-"
4409939,4410268,"-"
4410487,4410780,"+"
4410811,4411383,"+"
4411387,4412313,"-"
4412452,4412760,"+"
4412769,4413326,"+"
4413347,4414366,"+"
4414399,4415202,"+"
4415566,4416495,"-"
4416625,4418013,"+"
4418335,4419048,"-"
4419099,4419224,"-"
4419365,4419919,"+"
4420154,4421671,"-"
4421681,4422643,"-"
4422865,4424598,"-"
4424604,4425317,"-"
4425340,4426236,"-"
4426337,4426858,"+"
4426865,4427275,"-"
4427256,4427522,"-"
4427768,4428751,"+"
4428902,4429561,"-"
4429725,4430036,"-"
4430086,4430814,"+"
4430933,4432366,"+"
4432491,4432850,"+"
4432900,4434909,"+"
4434911,4435522,"+"
4435512,4436015,"+"
4436136,4436879,"-"
4436942,4439815,"-"
4440022,4440411,"-"
4440436,4441530,"-"
4441953,4443155,"-"
4443166,4444344,"-"
4444341,4445657,"-"
4445681,4446175,"-"
4447078,4447674,"+"
4447758,4448990,"-"
4449022,4449159,"+"
4449260,4449919,"-"
4450087,4450980,"+"
4451034,4451801,"-"
4451891,4452484,"-"
4452461,4452595,"+"
4452678,4453535,"-"
4453726,4454805,"-"
4454903,4456066,"-"
4456106,4457134,"-"
4457520,4459511,"-"
4459853,4460548,"+"
4460926,4462194,"+"
4462331,4463971,"-"
4463985,4465454,"-"
4465470,4466234,"-"
4466244,4467038,"-"
4467022,4467792,"-"
4467802,4468332,"-"
4468343,4469599,"-"
4469626,4470822,"-"
4470819,4471745,"-"
4471834,4472622,"-"
4472636,4473385,"-"
4473385,4474407,"-"
4474418,4474726,"-"
4474723,4475046,"-"
4475474,4476694,"+"
4476822,4477742,"-"
4477976,4479874,"-"
4480476,4480646,"+"
4480794,4481948,"+"
4482334,4483728,"+"
4483806,4484306,"+"
4484401,4485108,"+"
4485200,4485931,"+"
4485952,4486902,"+"
4487077,4487640,"+"
4487640,4488056,"+"
4488109,4488762,"-"
4488917,4489060,"+"
4489111,4490091,"-"
4490108,4490809,"+"
4490878,4491396,"+"
4491393,4491683,"+"
4491696,4492289,"+"
4492282,4493418,"+"
4493459,4494178,"-"
4494229,4494555,"-"
4494555,4495274,"-"
4495411,4496469,"+"
4496498,4496773,"+"
4496835,4496963,"-"
4496946,4497905,"+"
4498097,4499350,"+"
4499394,4501532,"-"
4501952,4502665,"+"
4503064,4503864,"-"
4504028,4505317,"-"
4505452,4506432,"-"
4506516,4507121,"-"
4507224,4507571,"-"
4507669,4508067,"-"
4508150,4508428,"-"
4508773,4509726,"+"
4509731,4510624,"-"
4511528,4512718,"+"
4512769,4512963,"-"
4513132,4513392,"+"
4513523,4514491,"+"
4514599,4515054,"+"
4515133,4515378,"-"
4515482,4515733,"+"
4515958,4516257,"+"
4516301,4517830,"-"
4517833,4518174,"-"
4518171,4519592,"-"
4519608,4520549,"-"
4520546,4520941,"-"
4521059,4522657,"-"
4522861,4523871,"-"
4524077,4524370,"-"
4524960,4526075,"+"
4526128,4527495,"+"
4527535,4527669,"-"
4528405,4528560,"+"
4528708,4528887,"+"
4528941,4531718,"-"
4531715,4532113,"-"
4532127,4533611,"-"
4533608,4534453,"-"
4534453,4535106,"-"
4535103,4535474,"-"
4535484,4535837,"-"
4535852,4536088,"-"
4536085,4536402,"-"
4536851,4537525,"+"
4537785,4538261,"-"
4538363,4539010,"-"
4539121,4539384,"-"
4539381,4541480,"-"
4541518,4542030,"-"
4542027,4542596,"-"
4542575,4543192,"-"
4543306,4544046,"-"
4544046,4544615,"-"
4544739,4545191,"-"
4545778,4545915,"-"
4545908,4546630,"-"
4547024,4548109,"+"
4548274,4548975,"+"
4549051,4549536,"-"
4550197,4551525,"-"
4551707,4552582,"+"
4552667,4553884,"-"
4553884,4554468,"-"
4554468,4556090,"-"
4556087,4557454,"-"
4557830,4558702,"-"
4559372,4559524,"-"
4559621,4560214,"-"
4560918,4561334,"-"
4561400,4561693,"-"
4562338,4563714,"+"
4563725,4564873,"+"
4564874,4565785,"-"
4565883,4566485,"+"
4566572,4566916,"+"
4567116,4567304,"+"
4567481,4568662,"-"
4568808,4570517,"-"
4570750,4570872,"-"
4570893,4571453,"+"
4571501,4572367,"+"
4572440,4572727,"-"
4572806,4573693,"-"
4573815,4574309,"-"
4574416,4575939,"-"
4575953,4577371,"-"
4577576,4578001,"-"
4578008,4578739,"-"
4578732,4578947,"-"
4578990,4580177,"+"
4580309,4580968,"+"
4581019,4581918,"-"
4582115,4583278,"+"
4583424,4584251,"+"
4584287,4584814,"-"
4584814,4587144,"-"
4587178,4588590,"-"
4588674,4589411,"-"
4589603,4591861,"-"
4591983,4592852,"-"
4592930,4593325,"-"
4593476,4594135,"+"
4594132,4595481,"+"
4595588,4596169,"+"
4596250,4596564,"+"
4596637,4598532,"-"
4598563,4599138,"-"
4599138,4599965,"-"
4599990,4600412,"-"
4600409,4601041,"-"
4601238,4602707,"+"
4602875,4603546,"+"
4603552,4604712,"+"
4604757,4605548,"-"
4605735,4606505,"+"
4606567,4607220,"-"
4607598,4607870,"+"
4607906,4608103,"-"
4608095,4608244,"+"
4608322,4609755,"-"
4609814,4612651,"-"
4612672,4613970,"-"
4614185,4614805,"+"
4614867,4616108,"+"
4616120,4616998,"-"
4617139,4617522,"-"
4617630,4618247,"+"
4618379,4618498,"+"
4618509,4618655,"-"
4618645,4619469,"+"
4619479,4619781,"+"
4619791,4620111,"+"
4620104,4621807,"+"
4621817,4622293,"+"
4622295,4622969,"+"
4622978,4623595,"+"
4623749,4625356,"+"
4625401,4626414,"-"
4626652,4626867,"+"
4626979,4628724,"+"
4628943,4630784,"+"
4630884,4631390,"-"
4632126,4632398,"+"
4632467,4632832,"-"
4633134,4633748,"+"
4633753,4636995,"+"
4637086,4637757,"-"
4637998,4638573,"+"
4638600,4638905,"+"
4638957,4639760,"-"
4639814,4641637,"-"
4641650,4642075,"-"
4642078,4642662,"-"
4642675,4644342,"-"
4644636,4645184,"+"
4645206,4646369,"+"
4646390,4646743,"+"
4646744,4647274,"+"
4647252,4649177,"-"
4649279,4650376,"-"
4650646,4650831,"+"
4650987,4652057,"+"
4652068,4652700,"+"
4652711,4654132,"+"
4654208,4655857,"+"
4656013,4656789,"-"
4656944,4657060,"-"
4657027,4657581,"+"
4657839,4659218,"+"
4659265,4659561,"-"
4659558,4660445,"-"
4660457,4661458,"-"
4661460,4662458,"-"
4662459,4663493,"-"
4663490,4664977,"-"
4665196,4666167,"+"
4666205,4667803,"+"
4667987,4670008,"+"
4670117,4671247,"-"
4671333,4672040,"-"
4672084,4672686,"+"
4672706,4673206,"+"
4673280,4674269,"+"
4674541,4675512,"+"
4675779,4677026,"+"
4677042,4677596,"-"
4677726,4679213,"-"
4679232,4680644,"-"
4681125,4682426,"+"
4682554,4683330,"+"
4683672,4684334,"+"
4684343,4684720,"+"
4684870,4685238,"+"
4685284,4685589,"+"
4685592,4685990,"+"
4685987,4686283,"+"
4686628,4687020,"+"
4687101,4688087,"+"
4688214,4688582,"+"
4688624,4689520,"-"
4689625,4690326,"+"
4690351,4690518,"+"
4690592,4691002,"-"
4691144,4691287,"+"
4691308,4691772,"+"
4692302,4693447,"-"
4693512,4694342,"-"
4694308,4695198,"-"
4695225,4696556,"-"
4696617,4696742,"-"
4696949,4698520,"+"
4698575,4699525,"-"
4699525,4700328,"-"
4700378,4700500,"-"
4700678,4701532,"+"
4701557,4702471,"+"
4702482,4703894,"+"
4703905,4704720,"+"
4704897,4706168,"+"
4706183,4706650,"+"
4706677,4706961,"+"
4706967,4708349,"+"
4708399,4709442,"+"
4709553,4710326,"+"
4710361,4711251,"-"
4711366,4712229,"-"
4712293,4714410,"+"
4714368,4714754,"+"
4714780,4715370,"+"
4715380,4715955,"+"
4716077,4717117,"-"
4717193,4717840,"-"
4717969,4718505,"+"
4718467,4718910,"-"
4718960,4719250,"+"
4719237,4719728,"-"
4719734,4720258,"-"
4720480,4721475,"+"
4721481,4722359,"+"
4722503,4723510,"+"
4723555,4724799,"-"
4724944,4726875,"-"
4727053,4727937,"-"
4728046,4730181,"-"
4730140,4730352,"+"
4730424,4730693,"-"
4730842,4731786,"-"
4731786,4732187,"-"
4732290,4734980,"-"
4735005,4736492,"-"
4736520,4736789,"-"
4736805,4736963,"+"
4737430,4737585,"-"
4737565,4738908,"+"
4739078,4739707,"+"
4740000,4740125,"+"
4740253,4740600,"+"
4740642,4740890,"-"
4741284,4741613,"-"
4741843,4743180,"-"
4743173,4744021,"-"
4744115,4746049,"-"
4746149,4746778,"-"
4746863,4747195,"+"
4747348,4747824,"-"
4748087,4749493,"+"
4749545,4750723,"-"
4750739,4751704,"-"
4751798,4752055,"-"
4752121,4752438,"+"
4752648,4753619,"+"
4753817,4754089,"+"
4754145,4755404,"-"
4755458,4755712,"-"
4755849,4756139,"-"
4756139,4756774,"-"
4756793,4757344,"-"
4757349,4758131,"-"
4758139,4758987,"-"
4759161,4760138,"+"
4760135,4761139,"+"
4761154,4761720,"+"
4761717,4762292,"+"
4762261,4762806,"+"
4762813,4763538,"+"
4763586,4765019,"+"
4765042,4765329,"+"
4765400,4765888,"+"
4765934,4766788,"+"
4766785,4767057,"+"
4767121,4767846,"-"
4767843,4768496,"-"
4768730,4771069,"-"
4771216,4772280,"-"
4772445,4772609,"-"
4772577,4773593,"+"
4773679,4774962,"+"
4775014,4775904,"-"
4776620,4781080,"+"
4781090,4782508,"+"
4782563,4783267,"-"
4783392,4783886,"-"
4783890,4784528,"-"
4784840,4785232,"-"
4785248,4785676,"-"
4785942,4787069,"-"
4787260,4787658,"+"
4787832,4789199,"+"
4789287,4790345,"+"
4790482,4791420,"-"
4791835,4792305,"+"
4792681,4792944,"+"
4793193,4793309,"+"
4793360,4793635,"-"
4793715,4795622,"-"
4795688,4796620,"-"
4796628,4796831,"-"
4796981,4797892,"+"
4797928,4799373,"-"
4799462,4803259,"-"
4803297,4804766,"-"
4804769,4805350,"-"
4805358,4805846,"-"
4805846,4806838,"-"
4806909,4807952,"-"
4808258,4810198,"-"
4810278,4810469,"-"
4810698,4811699,"+"
4811699,4812307,"+"
4812531,4812983,"+"
4813006,4813473,"+"
4813484,4814833,"+"
4814944,4815186,"+"
4815176,4816627,"+"
4816639,4817520,"+"
4817971,4818843,"+"
4818868,4819164,"+"
4819318,4819509,"-"
4819512,4821173,"-"
4821157,4821513,"-"
4821644,4821796,"-"
4821789,4822025,"-"
4822232,4822531,"-"
4822528,4822683,"-"
4822860,4824101,"-"
4824103,4824663,"-"
4824715,4825881,"-"
4826145,4826657,"+"
4826706,4827041,"-"
4827384,4829519,"-"
4829519,4829884,"-"
4829881,4830249,"-"
